checked 100 exact reduced tensor codes: distance = 1+d^2
checked 100 exact free-orbit folds: distance >= 1+ceil(d^2/g)
(3, 2, 6, 7, 1, 13, 2, 2)
(3, 1, 3, 4, 1, 4, 2, 2)
(3, 1, 4, 4, 0, 4, 1, 1)
(3, 2, 1, 7, 0, 13, 1, 1)
(3, 1, 3, 4, 1, 4, 2, 2)
(3, 1, 3, 4, 1, 4, 2, 2)
(3, 2, 1, 7, 3, 13, 4, 4)
(3, 1, 3, 4, 1, 4, 2, 2)
(3, 1, 1, 4, 3, 4, 4, 4)
(3, 2, 5, 7, 1, 13, 2, 2)
(3, 1, 3, 4, 0, 4, 1, 1)
(3, 1, 3, 4, 1, 4, 2, 2)
(3, 2, 6, 7, 0, 13, 1, 1)
(3, 1, 3, 4, 1, 4, 2, 2)
(3, 1, 4, 4, 0, 4, 1, 1)
